treat_article,treat_social,ffq_total_sum_meat_wave1pre,FFQfreqDairy_wave1pre,FFQfreqChicken_wave1pre,FFQfreqTurkey_wave1pre,FFQfreqFish_wave1pre,FFQfreqPork_wave1pre,FFQfreqBeef_wave1pre,FFQfreqOther_wave1pre,FFQfreqEggs_wave1pre,FFQfreqFruit_wave1pre,FFQfreqVegetables_wave1pre,FFQfreqNuts_wave1pre,FFQfreqBeans_wave1pre,FFQfreqVegMeats_wave1pre,FFQfreqGrains_wave1pre,FFQfreqFats_wave1pre,FFQfreqSugar_wave1pre,ease_eliminate_wave1,ease_eliminate_wave2,ease_reduce_wave1,ease_reduce_wave2,interest_purchase_wave1pre,interest_purchase_wave1,interest_purchase_wave2,would_eat_wave1pre,would_eat_wave1,would_eat_wave2,expect_reduce_wave1,expect_reduce_wave2,expect_reduce_amt_wave1,expect_reduce_amt_wave2,veg_moral_wave1pre,veg_moral_wave1,harms_wave1pre,harms_wave1,harms_wave2,harms_concern_wave1pre,harms_concern_wave1,harms_concern_wave2,age_wave1pre,gender_wave1pre,educ_wave1pre,income_wave1pre,ideology_wave1pre,wtp_wave1,wtp_wave2,would_eat_chg_wave1pre_wave1,interest_purchase_chg_wave1pre_wave1,veg_moral_chg_wave1pre_wave1,harms_chg_wave1pre_wave1,harms_concern_chg_wave1pre_wave1,would_eat_chg_wave1pre_wave2,interest_purchase_chg_wave1pre_wave2,harms_chg_wave1pre_wave2,harms_concern_chg_wave1pre_wave2
debunk_unnatural,exposed,18.5,3.5,3.5,3.5,3.5,3.5,3.5,1,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,2,3,7,5,4,5,3,5,5,5,5,9,5,5,3,5,2,4,3,2,3,3,61,1,3,6,3,4,1.75,0,1,2,2,1,0,-1,1,1
control,exposed,74.5,14,3.5,1,14,14,14,28,14,3.5,3.5,3.5,14,28,14,14,14,2,6,2,6,2,3,3,3,4,4,10,10,10,10,5,6,2,5,4,4,5,4,60,0,5,10,4,0.25,0.25,1,1,1,3,1,1,1,2,0
control,exposed,15,14,3.5,0,3.5,3.5,3.5,1,3.5,14,14,3.5,3.5,0,3.5,3.5,3.5,1,1,2,1,1,1,1,1,1,2,1,0,1,0,3,1,2,2,1,2,2,1,65,0,6,3,1,0.25,0.25,0,0,-2,0,0,1,0,-1,-1
control,exposed,0,0,0,0,0,0,0,0,0,14,28,14,14,14,14,14,14,7,7,7,7,2,2,2,3,3,3,10,10,10,10,7,7,5,5,5,5,5,5,39,1,3,5,3,4,4,0,0,0,0,0,0,0,0,0
descriptive_norm,exposed,0,3.5,0,0,0,0,0,0,3.5,14,14,3.5,3.5,14,14,14,14,7,7,7,7,4,4,4,4,4,4,0,0,0,0,7,7,5,5,5,3,4,3,51,0,6,15,4,4,4,0,0,0,0,1,0,0,0,0
debunk_unnatural,not_exposed,34.5,3.5,14,1,3.5,14,1,1,3.5,3.5,3.5,3.5,1,1,3.5,3.5,1,2,NA,5,NA,3,4,NA,4,4,NA,7,NA,6,NA,4,6,3,4,NA,2,4,NA,77,1,6,8,1,4,NA,0,1,2,1,2,NA,NA,NA,NA
control,exposed,16,14,3.5,3.5,1,3.5,3.5,1,3.5,1,14,3.5,1,0,1,1,1,1,NA,3,NA,5,5,NA,5,5,NA,3,NA,0,NA,7,7,5,4,NA,2,3,NA,28,1,6,12,NA,2.5,NA,0,0,0,-1,1,NA,NA,NA,NA
debunk_unnatural,not_exposed,6,3.5,1,1,1,1,1,1,3.5,1,1,1,1,0,14,1,1,1,1,3,3,3,4,3,4,4,3,5,2,5,2,3,5,3,5,4,2,4,3,75,0,2,7,5,0.7692307692307692,0.25,0,1,2,2,2,-1,0,1,1
debunk_unnatural,not_exposed,7.5,3.5,3.5,1,1,1,1,0,1,3.5,3.5,1,1,3.5,3.5,3.5,3.5,1,1,1,1,1,1,2,1,1,3,2,5,2,5,4,4,5,5,5,5,5,4,38,0,3,2,1,0.25,0.25,0,0,0,0,0,2,1,0,-1
embrace_unnatural,not_exposed,9,28,3.5,1,3.5,0,1,0,14,14,14,14,14,3.5,14,14,14,3,NA,7,NA,4,5,NA,4,4,NA,4,NA,6,NA,6,4,4,5,NA,2,3,NA,34,1,3,10,1,0.25,NA,0,1,-2,1,1,NA,NA,NA,NA
descriptive_norm,exposed,6,1,1,1,1,1,1,1,1,3.5,3.5,1,1,0,1,1,3.5,5,2,7,6,1,1,3,1,1,2,8,10,5,5,3,6,4,5,4,3,5,3,79,1,2,2,3,4,4,0,0,3,1,2,1,2,0,0
debunk_unnatural,not_exposed,10,3.5,3.5,1,3.5,1,1,0,1,14,14,3.5,3.5,0,14,14,14,5,2,6,5,1,1,1,1,1,2,8,3,7,2,4,5,3,5,3,3,5,4,60,1,2,8,2,2.5,0.5586592178770949,0,0,1,2,2,1,0,0,1
embrace_unnatural,not_exposed,0,3.5,0,0,0,0,0,0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,0,3.5,7,7,7,7,1,1,1,2,2,1,10,10,10,10,7,7,5,5,5,5,5,3,38,0,6,9,2,4,4,0,0,0,0,0,-1,0,0,-2
debunk_unnatural,exposed,9,14,3.5,1,0,1,3.5,0,14,14,14,1,3.5,0,14,14,3.5,1,1,5,3,3,4,3,4,4,4,0,1,0,4,5,6,5,5,4,4,4,2,28,0,5,11,2,0.25,0.25,0,1,1,0,0,0,0,-1,-2
debunk_unnatural,exposed,59,28,28,1,1,1,14,14,14,14,3.5,14,1,0,14,14,14,1,1,4,3,2,3,2,4,4,3,5,3,6,3,5,6,5,3,4,2,3,2,32,1,6,5,5,1.75,0.7692307692307692,0,1,1,-2,1,-1,0,-1,0
control,not_exposed,6.5,3.5,3.5,1,1,1,0,0,1,14,14,1,3.5,0,1,3.5,1,4,4,4,5,1,3,4,3,4,4,5,5,5,5,4,4,3,5,4,3,4,3,56,1,3,11,3,4,4,1,2,0,2,1,1,3,1,0
control,not_exposed,11,3.5,3.5,1,1,1,3.5,1,1,3.5,14,3.5,1,0,14,3.5,14,1,NA,4,NA,1,1,NA,1,1,NA,3,NA,2,NA,2,2,4,4,NA,3,3,NA,32,1,3,10,3,0.25,NA,0,0,0,0,0,NA,NA,NA,NA
embrace_unnatural,not_exposed,11,1,1,1,1,3.5,3.5,1,14,1,3.5,1,1,0,1,14,0,1,2,3,2,5,5,4,5,5,4,0,3,0,1,3,4,2,3,3,2,3,2,63,0,5,10,3,4,0.25,0,0,1,1,1,-1,-1,1,0
embrace_unnatural,exposed,15,3.5,3.5,1,3.5,3.5,3.5,0,14,14,3.5,14,1,0,1,3.5,1,3,2,5,5,4,4,3,5,4,4,4,5,2,3,3,3,3,3,3,1,2,2,80,0,5,10,3,4,0.7692307692307692,-1,0,0,0,1,-1,-1,0,1
descriptive_norm,exposed,5.5,14,1,1,3.5,0,0,0,3.5,14,14,3.5,3.5,1,14,3.5,14,7,7,7,7,1,1,1,1,1,1,10,10,10,10,6,7,4,5,5,4,5,4,73,1,5,2,1,0.25,4,0,0,1,1,1,0,0,1,0
debunk_unnatural,not_exposed,0,0,0,0,0,0,0,0,0,3.5,3.5,1,3.5,14,14,3.5,1,7,7,7,7,1,1,1,1,1,1,10,10,10,10,7,7,5,5,5,4,5,5,36,1,4,5,5,4,4,0,0,0,0,1,0,0,0,1
control,exposed,10,14,3.5,1,1,1,3.5,0,3.5,3.5,3.5,1,1,0,3.5,3.5,14,4,4,4,4,1,1,2,1,1,3,5,7,5,7,4,4,3,3,3,3,3,3,32,1,4,4,5,0.25,0.25,0,0,0,0,0,2,1,0,0
debunk_unnatural,exposed,8,14,3.5,0,0,3.5,1,0,3.5,3.5,14,1,3.5,0,3.5,3.5,14,2,1,2,2,5,5,4,5,5,5,0,0,0,0,5,5,4,4,3,2,2,1,44,0,4,3,1,1.25,1.25,0,0,0,0,0,0,-1,-1,-1
descriptive_norm,exposed,7.5,14,3.5,1,1,1,1,0,1,14,3.5,1,1,0,14,3.5,14,2,2,3,3,1,1,1,1,1,1,2,2,2,0,4,4,2,3,2,2,2,2,40,0,5,4,1,0.25,0.25,0,0,0,1,0,0,0,0,0
descriptive_norm,exposed,13.5,14,3.5,1,3.5,1,3.5,1,3.5,14,14,3.5,3.5,1,14,14,14,1,3,5,5,5,5,4,5,5,5,0,3,0,3,1,1,2,2,3,1,1,2,42,0,3,NA,4,0.4,0.5586592178770949,0,0,0,0,0,0,-1,1,1
debunk_unnatural,exposed,11.5,3.5,3.5,0,1,3.5,3.5,0,3.5,3.5,3.5,1,1,0,3.5,1,1,1,NA,3,NA,1,2,NA,2,2,NA,6,NA,5,NA,4,4,1,3,NA,1,2,NA,70,0,6,9,4,0.25,NA,0,1,0,2,1,NA,NA,NA,NA
debunk_unnatural,not_exposed,15,14,3.5,1,3.5,3.5,3.5,0,3.5,14,3.5,14,3.5,0,3.5,14,1,2,NA,2,NA,2,2,NA,3,3,NA,2,NA,2,NA,1,2,1,3,NA,1,3,NA,72,0,6,NA,4,0.25,NA,0,0,1,2,2,NA,NA,NA,NA
control,not_exposed,5,3.5,1,0,1,1,1,1,3.5,3.5,3.5,3.5,1,1,3.5,3.5,3.5,3,3,5,3,1,3,3,4,4,4,8,7,8,7,6,7,5,5,5,5,5,5,70,1,3,5,3,4,4,0,2,1,0,0,0,2,0,0
debunk_unnatural,exposed,6.5,3.5,1,0,1,1,3.5,0,1,3.5,1,1,0,1,3.5,3.5,3.5,5,4,6,5,5,5,3,5,5,5,5,2,5,0,2,4,1,5,3,1,5,3,68,0,2,8,2,1.25,0.7692307692307692,0,0,2,4,4,0,-2,2,2
embrace_unnatural,not_exposed,8.5,14,3.5,1,1,1,1,1,3.5,14,14,3.5,1,1,3.5,1,14,6,5,6,6,4,5,4,4,4,5,6,7,5,7,4,4,2,4,3,2,4,4,44,1,2,6,3,4,4,0,1,0,2,2,1,0,1,2
debunk_unnatural,not_exposed,19,14,1,1,1,1,14,1,14,14,14,1,14,1,14,3.5,14,7,6,7,7,5,5,3,5,5,4,5,5,5,5,1,6,5,5,5,3,3,5,59,0,2,1,3,2.5,1.25,0,0,5,0,0,-1,-2,0,2
descriptive_norm,not_exposed,16,14,3.5,3.5,1,3.5,3.5,1,3.5,3.5,3.5,1,1,0,28,14,28,1,2,6,7,5,5,5,5,5,4,7,7,7,3,5,6,2,5,3,4,5,3,32,1,3,7,1,4,4,0,0,1,3,1,-1,0,1,-1
embrace_unnatural,not_exposed,16,14,3.5,1,3.5,3.5,3.5,1,14,14,14,14,3.5,1,14,14,28,1,1,1,1,2,2,2,3,3,3,0,0,0,0,1,1,2,2,2,1,1,1,60,0,5,3,1,0.25,0.25,0,0,0,0,0,0,0,0,0
debunk_unnatural,not_exposed,13.5,3.5,3.5,1,1,3.5,3.5,1,14,14,14,14,3.5,0,3.5,14,3.5,1,1,5,3,2,3,1,3,3,2,5,0,4,0,2,3,4,4,2,3,5,2,54,1,5,NA,4,2.5,0.25,0,1,1,0,2,-1,-1,-2,-1
descriptive_norm,not_exposed,9,3.5,1,0,1,3.5,3.5,0,3.5,3.5,3.5,1,1,0,1,1,28,1,1,3,2,1,4,1,2,4,3,5,0,5,0,4,4,4,5,3,3,3,1,39,1,2,2,NA,1.25,0.25,2,3,0,1,0,1,0,-1,-2
embrace_unnatural,exposed,0,14,0,0,0,0,0,0,3.5,14,14,1,3.5,3.5,14,14,14,7,7,4,4,3,3,2,3,3,2,0,0,0,0,7,7,5,5,5,5,5,4,44,1,6,11,1,4,4,0,0,0,0,0,-1,-1,0,-1
control,not_exposed,18.5,14,3.5,3.5,3.5,3.5,3.5,1,14,14,14,3.5,3.5,0,14,14,3.5,7,1,7,7,1,1,1,1,1,2,5,2,5,0,5,5,2,2,5,1,1,5,58,1,4,2,4,0.25,0.25,0,0,0,0,0,1,0,3,4
descriptive_norm,exposed,11,3.5,3.5,1,1,3.5,1,1,3.5,14,3.5,1,3.5,0,3.5,3.5,14,4,4,6,5,2,4,3,3,4,4,9,6,8,6,3,5,2,5,4,2,4,3,67,1,4,7,3,4,0.25,1,2,2,3,2,1,1,2,1
embrace_unnatural,exposed,12.5,1,3.5,3.5,3.5,1,1,0,1,1,3.5,0,3.5,1,3.5,3.5,14,2,1,6,3,2,2,3,4,4,4,8,4,7,1,3,4,3,4,4,3,3,2,71,0,3,2,3,4,4,0,0,1,1,0,0,1,1,-1
descriptive_norm,exposed,11,3.5,3.5,1,1,1,3.5,1,3.5,14,14,3.5,1,0,28,14,14,1,2,5,4,3,3,4,3,3,3,8,10,3,7,5,7,2,5,5,2,5,4,39,1,6,9,2,0.7692307692307692,0.4,0,0,2,3,3,0,1,3,2
descriptive_norm,exposed,12.5,3.5,3.5,1,1,3.5,3.5,0,1,14,14,14,3.5,0,3.5,3.5,1,2,1,3,4,5,5,3,4,5,4,10,10,6,10,7,7,5,5,5,5,5,5,62,1,3,3,2,4,2.5,1,0,0,0,0,0,-2,0,0
control,not_exposed,0,0,0,0,0,0,0,0,0,1,3.5,3.5,3.5,3.5,3.5,1,14,4,4,4,4,1,1,1,1,1,1,0,0,0,0,7,7,5,5,5,5,5,5,37,1,5,2,1,4,4,0,0,0,0,0,0,0,0,0
debunk_unnatural,not_exposed,15,14,3.5,3.5,1,3.5,3.5,0,3.5,14,14,14,1,0,1,3.5,3.5,3,2,4,4,2,3,4,2,3,4,8,6,8,4,5,6,4,5,5,4,5,5,62,1,3,7,3,4,4,1,1,1,1,1,2,2,1,1
embrace_unnatural,not_exposed,26.5,3.5,14,3.5,3.5,1,3.5,1,3.5,3.5,14,1,3.5,1,3.5,14,3.5,2,1,4,2,4,4,4,5,5,5,5,0,5,0,5,5,4,4,4,4,4,2,52,0,5,8,2,4,1.75,0,0,0,0,0,0,0,0,-2
debunk_unnatural,exposed,18.5,3.5,3.5,0,0,1,14,0,3.5,1,3.5,3.5,0,0,1,3.5,1,1,NA,1,NA,1,1,NA,1,1,NA,0,NA,0,NA,1,1,2,3,NA,2,3,NA,52,1,2,7,5,0.25,NA,0,0,0,1,1,NA,NA,NA,NA
control,not_exposed,12.5,3.5,3.5,1,1,3.5,3.5,0,3.5,14,14,1,1,0,14,1,14,1,1,4,4,1,4,4,2,4,5,5,4,5,0,5,6,3,5,4,2,5,3,71,1,2,10,1,0.25,0.25,2,3,1,2,3,3,3,1,1
debunk_unnatural,not_exposed,0,0,0,0,0,0,0,0,0,14,14,1,3.5,3.5,3.5,14,14,7,7,7,7,1,1,3,1,1,3,10,10,10,10,7,7,5,5,5,5,5,5,53,1,2,9,NA,4,4,0,0,0,0,0,2,2,0,0
control,not_exposed,11,14,3.5,1,1,1,3.5,1,3.5,3.5,3.5,1,3.5,0,3.5,3.5,3.5,1,1,5,5,2,2,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,52,1,5,12,4,0.25,0.25,0,0,1,0,0,0,-1,0,0
control,not_exposed,16,3.5,3.5,1,3.5,3.5,3.5,1,3.5,14,3.5,1,1,0,3.5,3.5,14,3,NA,4,NA,5,5,NA,4,5,NA,5,NA,5,NA,4,4,3,4,NA,4,4,NA,33,1,2,4,3,4,NA,1,0,0,1,0,NA,NA,NA,NA
descriptive_norm,not_exposed,10,3.5,3.5,1,3.5,1,1,0,3.5,14,3.5,14,3.5,0,3.5,14,14,3,2,3,4,1,2,4,2,3,4,3,4,7,4,3,3,3,3,3,2,2,3,87,0,5,10,5,0.25,0.25,1,1,0,0,0,2,3,0,1
control,not_exposed,13.5,3.5,3.5,1,1,3.5,3.5,1,14,1,3.5,3.5,1,1,14,3.5,1,1,1,1,1,3,3,3,4,4,5,1,2,0,0,2,1,1,2,2,1,2,2,27,0,5,9,3,1.25,0.4,0,0,-1,1,1,1,0,1,1
descriptive_norm,exposed,16,14,3.5,1,3.5,3.5,3.5,1,3.5,14,14,14,1,0,14,3.5,3.5,3,NA,7,NA,4,5,NA,4,5,NA,10,NA,10,NA,5,6,5,5,NA,3,5,NA,46,1,3,8,2,4,NA,1,1,1,0,2,NA,NA,NA,NA
debunk_unnatural,exposed,13.5,14,3.5,1,3.5,1,3.5,1,3.5,14,14,3.5,1,1,14,14,3.5,2,1,5,4,2,3,3,3,3,3,8,6,3,5,4,4,3,4,3,2,3,3,30,1,5,9,3,1.25,2.5,0,1,0,1,1,0,1,0,1
control,exposed,4,3.5,1,1,1,0,1,0,3.5,3.5,3.5,0,0,0,1,1,1,7,7,7,7,1,1,1,1,1,1,10,9,10,6,7,4,5,5,5,5,5,5,72,1,3,3,2,0.25,0.25,0,0,-3,0,0,0,0,0,0
embrace_unnatural,exposed,9,1,3.5,0,3.5,1,1,0,1,3.5,3.5,14,1,0,1,14,14,2,NA,7,NA,2,3,NA,3,3,NA,10,NA,7,NA,5,5,4,5,NA,4,4,NA,61,1,6,8,2,1.25,NA,0,1,0,1,0,NA,NA,NA,NA
debunk_unnatural,not_exposed,12.5,14,3.5,1,1,3.5,3.5,0,14,14,3.5,1,14,0,14,3.5,28,2,2,3,4,2,2,1,2,3,3,3,2,5,5,3,3,2,1,2,3,3,2,62,1,4,2,2,1.25,0.7692307692307692,1,0,0,-1,0,1,-1,0,-1
embrace_unnatural,exposed,6.5,14,1,0,0,1,3.5,1,3.5,14,14,28,3.5,3.5,14,14,3.5,5,6,5,7,5,5,5,5,5,5,10,9,10,10,7,6,4,5,5,5,4,4,34,0,6,11,2,1.25,0.5586592178770949,0,0,-1,1,-1,0,0,1,-1
debunk_unnatural,exposed,26.5,3.5,3.5,3.5,3.5,14,1,1,3.5,3.5,1,3.5,1,1,3.5,1,1,7,NA,7,NA,5,5,NA,5,5,NA,2,NA,2,NA,6,6,5,5,NA,5,5,NA,31,0,5,8,1,0.25,NA,0,0,0,0,0,NA,NA,NA,NA
embrace_unnatural,exposed,9,14,3.5,1,0,1,3.5,0,1,1,14,3.5,3.5,0,3.5,14,3.5,1,1,2,3,3,4,3,4,4,5,2,2,2,2,5,6,2,4,3,2,3,3,30,0,6,11,3,0.4,0.7692307692307692,0,1,1,2,1,1,0,1,1
control,exposed,7.5,3.5,3.5,1,1,1,1,0,1,1,3.5,1,1,0,1,3.5,3.5,6,6,6,6,5,5,5,5,5,5,9,8,9,8,6,7,5,5,5,5,5,5,33,1,3,9,1,4,4,0,0,1,0,0,0,0,0,0
embrace_unnatural,not_exposed,10,3.5,3.5,3.5,1,1,1,0,1,1,1,1,3.5,3.5,1,3.5,1,5,7,6,7,4,4,5,4,2,3,9,10,8,10,4,6,3,4,4,4,4,4,73,1,5,12,2,4,4,-2,0,2,1,0,-1,1,1,0
descriptive_norm,not_exposed,9,3.5,3.5,1,3.5,0,1,0,3.5,3.5,3.5,3.5,3.5,1,1,1,1,7,7,7,7,3,3,2,4,3,2,10,9,10,10,4,7,4,5,5,5,5,5,47,1,6,11,3,4,0.25,-1,0,3,1,0,-2,-1,1,0
descriptive_norm,not_exposed,12.5,3.5,3.5,1,3.5,3.5,1,0,3.5,3.5,14,1,3.5,0,3.5,3.5,14,2,1,3,2,2,3,3,3,3,3,0,3,1,3,1,5,2,3,3,1,3,2,63,1,4,9,3,1.75,0.5586592178770949,0,1,4,1,2,0,1,1,1
embrace_unnatural,not_exposed,10,0,3.5,3.5,1,1,1,0,1,3.5,3.5,1,1,0,14,1,1,4,3,5,6,4,4,5,5,4,5,5,7,6,6,5,4,2,4,4,2,3,4,55,0,5,6,2,4,4,-1,0,-1,2,1,0,1,2,2
control,exposed,11,3.5,3.5,1,1,1,3.5,1,14,14,3.5,1,1,0,1,1,1,1,NA,3,NA,3,4,NA,3,3,NA,5,NA,5,NA,4,6,2,5,NA,3,5,NA,44,1,6,NA,3,1.25,NA,0,1,2,3,2,NA,NA,NA,NA
debunk_unnatural,not_exposed,16,14,3.5,3.5,3.5,1,3.5,1,1,14,3.5,14,14,0,14,3.5,1,7,1,1,2,2,2,2,3,3,3,5,0,0,0,5,6,5,5,4,3,3,3,55,1,5,NA,4,4,4,0,0,1,0,0,0,0,-1,0
debunk_unnatural,not_exposed,13.5,3.5,3.5,3.5,1,1,3.5,1,3.5,14,3.5,14,1,0,3.5,1,1,3,3,5,6,2,3,4,3,4,4,8,7,5,7,4,4,3,4,3,2,4,3,72,0,5,7,2,4,4,1,1,0,1,2,1,2,0,1
debunk_unnatural,exposed,6.5,14,3.5,1,0,1,1,0,3.5,3.5,3.5,3.5,3.5,0,14,3.5,1,1,3,5,4,4,4,3,4,4,3,5,5,5,5,4,5,3,5,3,3,5,4,39,0,5,9,1,0.25,2.5,0,0,1,2,2,-1,-1,0,1
descriptive_norm,exposed,16,14,3.5,1,3.5,3.5,3.5,1,14,14,14,3.5,1,1,3.5,3.5,3.5,5,3,7,6,1,1,2,2,2,2,6,6,6,5,5,5,5,5,5,3,4,3,42,1,2,6,2,0.25,0.25,0,0,0,0,1,0,1,0,0
descriptive_norm,exposed,0,14,0,0,0,0,0,0,3.5,3.5,14,3.5,3.5,3.5,28,14,14,7,7,7,7,1,2,2,2,2,2,0,5,0,5,5,5,4,5,4,3,4,4,33,1,5,7,1,4,4,0,1,0,1,1,0,1,0,1
embrace_unnatural,exposed,15,3.5,3.5,1,3.5,3.5,3.5,0,3.5,1,3.5,3.5,3.5,0,0,3.5,0,1,2,2,4,1,1,1,1,1,1,0,3,0,2,1,1,1,3,2,1,3,2,54,0,3,NA,5,0.25,0.25,0,0,0,2,2,0,0,1,1
control,exposed,10,3.5,3.5,1,3.5,0,1,1,3.5,14,14,14,3.5,1,3.5,3.5,3.5,4,3,5,4,4,5,4,5,5,4,7,3,7,4,5,5,5,5,5,5,5,5,43,1,6,9,2,4,1.25,0,1,0,0,0,-1,0,0,0
descriptive_norm,exposed,13.5,14,3.5,3.5,3.5,1,1,1,3.5,14,14,3.5,3.5,1,3.5,14,3.5,7,7,6,7,4,5,4,5,5,5,5,8,6,7,4,6,3,4,5,2,3,4,36,1,6,9,1,4,4,0,1,2,1,1,0,0,2,2
descriptive_norm,exposed,10,3.5,1,1,3.5,1,3.5,0,3.5,3.5,3.5,1,1,0,3.5,3.5,3.5,5,3,5,5,4,4,3,4,4,4,5,4,5,3,4,6,4,5,4,3,5,4,63,1,4,NA,3,4,4,0,0,2,1,2,0,-1,0,1
descriptive_norm,exposed,12.5,3.5,3.5,1,3.5,1,3.5,0,3.5,14,14,3.5,3.5,1,14,14,14,2,2,2,3,5,5,5,5,5,5,9,5,9,4,6,7,2,5,5,3,5,5,50,1,5,10,2,4,4,0,0,1,3,2,0,0,3,2
embrace_unnatural,not_exposed,11,3.5,3.5,1,3.5,1,1,1,3.5,14,14,3.5,1,1,3.5,3.5,1,3,NA,6,NA,1,4,NA,3,4,NA,9,NA,8,NA,6,7,3,5,NA,4,5,NA,46,0,3,9,2,2.5,NA,1,3,1,2,1,NA,NA,NA,NA
descriptive_norm,exposed,3.5,1,0,0,3.5,0,0,0,3.5,14,14,3.5,3.5,3.5,14,14,14,7,7,7,7,1,1,1,2,1,2,0,5,0,5,5,5,4,5,5,3,5,5,57,1,6,12,3,4,4,-1,0,0,1,2,0,0,1,2
control,exposed,16,14,3.5,1,3.5,3.5,3.5,1,3.5,3.5,3.5,3.5,1,0,3.5,14,3.5,1,1,1,2,1,1,1,1,1,1,0,0,0,0,1,1,2,1,1,1,1,1,81,1,6,8,3,0.25,0.25,0,0,0,-1,0,0,0,-1,0
embrace_unnatural,not_exposed,12.5,3.5,3.5,1,3.5,1,3.5,0,3.5,3.5,3.5,3.5,3.5,0,3.5,3.5,3.5,3,1,5,1,3,3,2,3,3,3,8,2,8,3,6,7,5,5,5,5,5,4,48,1,4,2,3,4,4,0,0,1,0,0,0,-1,0,-1
debunk_unnatural,exposed,11,3.5,3.5,1,1,3.5,1,1,14,3.5,14,14,1,0,1,14,1,1,2,3,2,5,5,4,4,4,3,5,4,2,4,4,5,3,4,5,3,4,5,75,1,4,5,2,4,4,0,0,1,1,1,-1,-1,2,2
control,exposed,12.5,3.5,3.5,1,1,3.5,3.5,0,1,3.5,3.5,1,0,0,3.5,1,3.5,4,3,7,4,1,1,2,1,1,3,5,5,5,5,4,4,3,4,2,2,4,3,68,1,2,6,5,0.25,4,0,0,0,1,2,2,1,-1,1
debunk_unnatural,exposed,15,3.5,3.5,1,3.5,3.5,3.5,0,1,3.5,3.5,3.5,1,0,3.5,3.5,3.5,1,1,5,1,1,1,1,1,1,1,8,4,4,4,3,4,4,4,4,2,2,2,28,1,3,4,3,0.25,0.25,0,0,1,0,0,0,0,0,0
debunk_unnatural,exposed,8,3.5,3.5,1,0,0,3.5,0,1,1,3.5,0,1,0,3.5,3.5,3.5,2,2,4,5,3,4,2,4,3,4,4,2,5,2,3,5,4,4,4,2,3,3,63,0,2,2,3,4,4,-1,1,2,0,1,0,-1,0,1
control,not_exposed,10,1,3.5,1,1,1,3.5,0,3.5,3.5,3.5,3.5,3.5,0,3.5,3.5,14,6,3,7,4,1,5,1,3,4,3,7,5,7,5,5,6,4,5,4,2,5,3,79,1,3,8,5,4,0.4,1,4,1,1,3,0,0,0,1
control,not_exposed,7.5,1,3.5,1,1,1,1,0,1,3.5,3.5,1,3.5,0,3.5,1,3.5,4,2,4,2,3,3,1,3,3,2,5,0,5,0,4,4,3,3,2,3,3,1,57,0,5,7,2,0.25,0.25,0,0,0,0,0,-1,-2,-1,-2
descriptive_norm,exposed,6.5,3.5,3.5,0,1,1,1,0,3.5,3.5,3.5,3.5,1,0,3.5,3.5,3.5,3,3,6,5,2,3,3,3,3,3,7,6,6,5,5,5,4,5,4,3,4,3,68,1,6,11,3,4,4,0,1,0,1,1,0,1,0,0
descriptive_norm,not_exposed,24,14,14,1,3.5,3.5,1,1,3.5,1,3.5,14,1,1,3.5,1,1,3,1,3,1,1,1,1,1,1,1,2,0,1,1,2,4,2,5,5,3,2,2,49,1,3,11,2,0.25,0.25,0,0,2,3,-1,0,0,3,-1
descriptive_norm,not_exposed,57,1,14,14,1,14,14,0,14,3.5,3.5,3.5,0,0,14,14,1,2,4,3,4,4,4,4,3,4,4,10,10,5,7,5,4,4,5,4,3,5,5,63,1,2,3,3,4,0.4,1,0,-1,1,2,1,0,0,2
embrace_unnatural,not_exposed,5,3.5,1,1,1,1,1,0,3.5,1,1,1,1,0,3.5,3.5,3.5,5,2,5,3,2,3,3,2,3,3,3,3,3,3,2,4,4,3,3,3,4,5,66,1,3,2,3,0.25,4,1,1,2,-1,1,1,1,-1,2
control,exposed,12.5,1,3.5,1,1,3.5,3.5,0,3.5,3.5,14,1,1,1,3.5,1,3.5,2,1,5,4,4,4,4,4,4,4,5,5,5,5,6,6,4,5,5,4,5,5,35,1,2,4,2,4,4,0,0,0,1,1,0,0,1,1
embrace_unnatural,exposed,11,3.5,1,1,1,3.5,3.5,1,3.5,3.5,3.5,1,3.5,0,3.5,1,1,3,2,3,5,3,3,3,4,4,4,3,5,3,5,5,5,4,3,3,3,3,3,68,0,6,4,2,0.25,2.5,0,0,0,-1,0,0,0,-1,0
control,exposed,11,14,3.5,1,1,1,3.5,1,14,14,14,3.5,1,0,3.5,14,1,2,1,4,5,3,3,2,3,3,3,1,3,1,3,2,2,3,4,3,2,2,2,48,1,6,13,4,4,4,0,0,0,1,0,0,-1,0,0
embrace_unnatural,exposed,11,3.5,3.5,3.5,1,1,1,1,3.5,3.5,14,1,1,1,14,3.5,1,3,4,6,7,4,4,3,3,3,3,6,5,6,5,6,6,4,4,4,3,4,3,55,1,6,NA,4,1.25,1.75,0,0,0,0,1,0,-1,0,0
descriptive_norm,exposed,7,14,0,3.5,0,0,3.5,0,14,0,14,14,1,0,14,14,3.5,1,1,1,1,1,1,1,2,2,2,0,0,0,0,1,1,3,2,3,1,1,1,80,0,5,9,5,0.25,0.25,0,0,0,-1,0,0,0,0,0
